"Title","Year","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"Trollhunters: Tales of Arcadia",2016,"7+",8.4,NA,1,0,0,0
"La Reina del Sur",2011,"18+",8.1,NA,1,0,0,0
"We Bare Bears",2015,"7+",7.9,NA,1,1,0,0
"Liv and Maddie",2013,"all",6.3,NA,1,0,0,0
"In the Dark",2019,"16+",7.3,NA,1,0,0,0
"The Gift",2019,NA,7.6,NA,1,0,0,0
"The Time in Between",2013,"7+",8.4,NA,1,0,0,0
"Cleverman",2016,"16+",6.4,0.86,1,0,0,0
"Pablo Escobar, The Drug Lord",2012,"18+",8.5,NA,1,0,0,0
"The Pharmacist",2020,NA,7.8,NA,1,0,0,0
"Wet Hot American Summer: First Day of Camp",2015,"16+",7.4,NA,1,0,0,0
"Vampire Knight",2008,"16+",7.5,NA,1,1,0,0
"The Untamed",2019,"7+",8.9,NA,1,0,0,0
"How to Sell Drugs Online (Fast)",2019,NA,7.9,NA,1,0,0,0
"Taken",2017,"16+",6.6,0.32,1,1,0,0
"Transformers: Prime",2010,"7+",7.8,NA,1,0,0,0
"Forensic Files",1996,"16+",8.8,NA,1,1,1,0
"Paradise PD",2018,"18+",7,0.4,1,0,0,0
"The House of Flowers",2018,"18+",7.7,NA,1,0,0,0
"Quicksand",2019,"18+",7.5,NA,1,0,0,0
"Magnificent Century",2011,NA,6.6,NA,1,0,0,0
"The Messengers",2015,"16+",6.5,0.47,1,0,0,0
"Magi",2012,"16+",7.9,NA,1,1,0,0
"Car Masters: Rust to Riches",2018,NA,8.9,NA,1,0,0,0
"Patriot Act with Hasan Minhaj",2018,"18+",8.2,NA,1,0,0,0
"Damnation",2017,"18+",7.7,0.64,1,0,0,0
"Jericho",2006,"16+",7.2,0.54,1,0,0,0
"American Odyssey",2015,"16+",7.3,0.54,1,0,0,0
"Lab Rats",2012,"7+",6.6,NA,1,0,0,1
"Little Things",2016,"18+",8.3,NA,1,0,0,0
"From Dusk Till Dawn: The Series",2014,"18+",6.9,NA,1,0,0,0
"Grand Designs",1999,"7+",8.5,NA,1,0,0,0
"Explained",2018,"16+",8,NA,1,0,0,0
"Rhythm + Flow",2019,"18+",7.6,0.92,1,0,0,0
"Carole & Tuesday",2019,"7+",7.9,1,1,0,0,0
"Teresa",2010,"7+",7.7,NA,1,0,0,0
"The Innocents",2018,NA,6.3,0.81,1,0,0,0
"Tabula Rasa",2017,"18+",8.1,NA,1,0,0,0
"Seis Manos",2019,"18+",7.3,1,1,0,0,0
"The King: Eternal Monarch",2020,NA,8.5,NA,1,0,0,0
"Cable Girls",2017,"16+",7.7,NA,1,0,0,0
"Lady Dynamite",2016,"16+",7.4,0.97,1,0,0,0
"Sunderland 'Til I Die",2018,"18+",8.2,NA,1,0,0,0
"Oliver Stone's Untold History of the United States",2012,"all",8.6,NA,1,0,0,0
"Toy Boy",2019,"18+",6.5,NA,1,0,0,0
"Humsafar",2011,"all",9,NA,1,0,0,0
"Crashing",2016,NA,7.7,NA,1,0,0,0
"Norsemen",2016,"18+",7.8,NA,1,0,0,0
"AJ and the Queen",2020,NA,7.6,0.5,1,0,0,0
"El marginal",2016,"18+",8.2,NA,1,0,0,0
"Giri/Haji",2019,NA,7.9,1,1,0,0,0
"Van Helsing",2016,"16+",6.2,NA,1,0,0,0
"Hinterland",2013,NA,7.6,NA,1,0,0,0
"Crossing Lines",2013,"16+",7.3,NA,1,0,0,0
"The Eddy",2020,"18+",7,0.68,1,0,0,0
"A.D. The Bible Continues",2015,"16+",7.4,0.58,1,0,0,0
"The Letter for the King",2020,"7+",5.9,0.58,1,0,0,0
"The Boat",2011,"all",7.3,NA,1,0,0,0
"Is It Wrong to Try to Pick Up Girls in a Dungeon?",2015,"16+",7.4,NA,1,1,0,0
"The Story of God with Morgan Freeman",2016,"16+",7.9,NA,1,0,0,0
"Greenhouse Academy",2017,"7+",7,NA,1,0,0,0
"Diagnosis",2019,"18+",7.8,1,1,0,0,0
"W/ Bob & David",2015,"18+",7.4,0.89,1,0,0,0
"Queen Sono",2020,"18+",5.8,1,1,0,0,0
"Rotten",2018,"18+",7.1,0.86,1,0,0,0
"Requiem",2018,"18+",6.5,0.75,1,0,0,0
"Aggretsuko",2018,"16+",8,NA,1,0,0,0
"The Code",2011,NA,7.4,1,1,0,0,0
"October Faction",2020,"18+",6.1,0.33,1,0,0,0
"Rubí",2004,"7+",8.1,NA,1,0,0,0
"Arthdal Chronicles",2019,NA,8.3,NA,1,0,0,0
"The New Legends of Monkey",2018,"7+",6.5,1,1,0,0,0
"America's Funniest Home Videos",1989,"7+",6.2,NA,1,1,0,1
"The Five",2016,NA,7.7,NA,1,0,0,0
"Something in the Rain",2018,"7+",8.1,NA,1,0,0,0
"Adam Ruins Everything",2015,"16+",8,NA,1,0,0,0
"The Heirs",2013,"16+",7.5,NA,1,0,0,0
"Durarara!!",2010,"16+",7.9,NA,1,1,0,0
"Beastars",2019,"16+",8,NA,1,0,0,0
"Puella Magi Madoka Magica",2011,"16+",8.3,NA,1,1,0,0
"Vagabond",2019,NA,8.3,NA,1,0,0,0
"Maid Sama!",2010,"16+",8,NA,1,1,0,0
"Robotech",1985,"7+",8.5,NA,1,0,1,0
"The Mind, Explained",2019,"16+",8.1,NA,1,0,0,0
"Boys Over Flowers",2009,"16+",8,NA,1,1,0,0
"V Wars",2019,"18+",6.1,NA,1,0,0,0
"Occupied",2015,"16+",7.7,NA,1,0,0,0
"The Devil Is a Part-Timer!",2013,"16+",7.7,NA,1,0,0,0
"The Letdown",2017,NA,7.5,0.91,1,0,0,0
"Mischievous Kiss: Love in Tokyo",2013,NA,7.8,NA,1,0,0,0
"Power Rangers",1993,"7+",6.4,0.73,1,0,1,0
"Fate/stay night [Unlimited Blade Works]",2014,"18+",8,NA,1,1,0,0
"Bobby Kennedy for President",2018,"16+",8.2,0.95,1,0,0,0
"The Mist",2017,"18+",5.4,0.62,1,0,0,0
"Hip Hop Evolution",2016,"16+",8.4,NA,1,0,0,0
"Justice League Unlimited",2004,NA,8.7,NA,1,0,0,0
"Undercover",2019,"18+",7.9,NA,1,0,0,0
"Slugterra",2012,"7+",6.3,NA,1,0,0,0
"The Final Table",2018,"all",7.7,0.5,1,0,0,0
"Velvet",2014,"16+",8.1,NA,1,0,0,0
"Criminal: UK",2019,"18+",7.4,NA,1,0,0,0
"Salt Fat Acid Heat",2018,NA,7.7,1,1,0,0,0
"Suburra: Blood on Rome",2017,"16+",8,NA,1,0,0,0
"Signal",2016,NA,8.8,NA,1,0,0,0
"The Rise of Phoenixes",2018,"7+",8.6,NA,1,0,0,0
"The Family",2019,"16+",6.4,0.8,1,0,0,0
"Red vs. Blue",2003,NA,8.3,NA,1,0,0,0
"Huntik: Secrets & Seekers",2009,"7+",8.3,NA,1,0,0,0
"Cells at Work!",2018,"16+",7.6,NA,1,0,0,0
"Flaked",2016,"18+",7.2,0.35,1,0,0,0
"The Irregular at Magic High School",2014,"16+",7.2,NA,1,0,0,0
"Too Hot to Handle",2020,NA,4.5,0.38,1,0,0,0
"The Disastrous Life of Saiki K.",2016,"16+",8.3,NA,1,0,0,0
"Wanted",2016,"16+",7.7,NA,1,0,0,0
"Dad's Army",1968,"7+",8.1,NA,1,0,0,0
"Bad Education",2012,"16+",7.4,NA,1,0,0,0
"Angel Beats!",2010,"16+",7.7,NA,1,0,0,0
"Dogs",2018,"all",8.1,0.92,1,0,0,0
"Fate/stay night",2006,"18+",7.4,NA,1,1,0,0
"Brain Games",2011,"7+",8.3,NA,1,0,0,1
"Knights of Sidonia",2014,"18+",7.8,NA,1,0,0,0
"Girlboss",2017,"18+",7,0.36,1,0,0,0
"The Trial",2019,NA,7,0.75,1,0,0,0
"Call My Agent",2015,"7+",8.3,NA,1,0,0,0
"What's New, Scooby-Doo?",2002,"7+",7.2,NA,1,0,0,0
"Teasing Master Takagi-san",2018,"7+",7.5,NA,1,0,0,0
"Yu-Gi-Oh!",1998,NA,7.9,NA,1,1,1,0
"Blue Exorcist",2011,"16+",7.5,NA,1,1,0,0
"Black Money Love",2014,NA,7.2,NA,1,0,0,0
"WHAT / IF",2019,"18+",6.3,NA,1,0,0,0
"The Assets",2014,"16+",7.5,0.56,1,0,0,0
"Baki",2018,"18+",6.7,NA,1,0,0,0
"Nightflyers",2018,"16+",5.9,0.35,1,0,0,0
"Stranger",2017,NA,8.6,NA,1,0,0,0
"How to Fix a Drug Scandal",2020,"18+",6.9,0.86,1,0,0,0
"Scissor Seven",2018,"7+",8,NA,1,0,0,0
"The Circle France",2020,NA,7.4,NA,1,0,0,0
"Memories of the Alhambra",2018,"16+",7.8,NA,1,0,0,0
"Republic of Doyle",2010,"16+",7.2,NA,1,0,1,0
"Sick Note",2017,"18+",6.8,0.5,1,0,0,0
"The Last O.G.",2018,"7+",6.9,NA,1,0,0,0
"Night on Earth",2020,"7+",8.2,NA,1,0,0,0
"Börü",2018,"18+",8.2,NA,1,0,0,0
"Typewriter",2019,"18+",6.5,0.6,1,0,0,0
"Inspector Gadget",1983,"7+",6.8,NA,1,0,0,0
"Sofia the First",2013,"all",6.9,NA,1,0,0,0
"Hap and Leonard",2016,"16+",7.6,NA,1,0,0,0
"Jessie",2011,"all",5.9,NA,1,0,0,1
"I Think You Should Leave with Tim Robinson",2019,"18+",7.4,0.93,1,0,0,0
"Kipo and the Age of Wonderbeasts",2020,NA,8.3,NA,1,0,0,0
"K-ON!",2009,"16+",7.6,NA,1,1,0,0
"Thieves of the Wood",2020,"18+",6.7,NA,1,0,0,0
"Slasher",2016,"18+",6.7,NA,1,0,0,0
"Freud",2020,"18+",6.6,0.5,1,0,0,0
"Between",2015,"16+",6,0.22,1,0,0,0
"Norm Macdonald Has a Show",2018,NA,8.7,0.4,1,0,0,0
"Rita",2012,"16+",8.1,NA,1,0,0,0
"She's Gotta Have It",2017,"18+",6.7,0.77,1,0,0,0
"The Nineties",2017,"7+",8.2,NA,1,0,0,0
"Casanova",2005,"16+",7.9,NA,1,0,0,0
"The Good Cop",2018,"16+",7,0.5,1,0,0,0
"Bondi Rescue",2006,"7+",7.6,NA,1,0,0,0
"Black Earth Rising",2018,"16+",7.4,0.79,1,0,0,0
"Tidelands",2018,"18+",7,NA,1,0,0,0
"Nobel",2016,"18+",8.1,NA,1,0,0,0
"Well-Intended Love",2019,NA,7.5,NA,1,0,0,0
"Drugs, Inc.",2010,"16+",7.8,NA,1,1,0,0
"Midnight Diner: Tokyo Stories",2016,"16+",8.4,NA,1,0,0,0
"Zindagi Gulzar Hai",2012,NA,9,NA,1,0,0,0
"People Just Do Nothing",2014,"18+",8.5,NA,1,0,0,0
"Love, Chunibyo & Other Delusions",2012,"16+",7.4,NA,1,1,0,0
"Man Like Mobeen",2017,NA,7.9,NA,1,0,0,0
"Turn Up Charlie",2019,NA,7.1,0.42,1,0,0,0
"Tidying Up with Marie Kondo",2019,"7+",6.6,0.79,1,0,0,0
"Home for Christmas",2019,"18+",7.6,NA,1,0,0,0
"Wild District",2018,"18+",8.4,NA,1,0,0,0
"Toast of London",2013,"16+",8.2,NA,1,0,0,0
"The Standups",2017,NA,6.7,1,1,0,0,0
"World War II In HD Colour",2009,"7+",8.7,NA,1,0,0,0
"Roman Empire",2016,"16+",6.9,NA,1,0,0,0
"Pandemic: How to Prevent an Outbreak",2020,"16+",6.3,NA,1,0,0,0
"The Windsors",2016,"18+",7,0.9,1,0,0,0
"A Korean Odyssey",2017,NA,8.1,NA,1,0,0,0
"Charité at War",2017,"7+",7.7,NA,1,0,0,0
"The Bernie Mac Show",2001,"7+",6.9,NA,1,0,0,0
"Charmed",2018,"16+",4.5,NA,1,0,0,0
"Another Life",2019,"18+",4.9,0.06,1,0,0,0
"Cooked With Cannabis",2020,"18+",6.9,0.8,1,0,0,0
"The Victims' Game",2020,"18+",7.4,NA,1,0,0,0
"The Joel McHale Show with Joel McHale",2018,"18+",7.3,0.83,1,0,0,0
"Who Killed Little Gregory?",2019,NA,7.4,NA,1,0,0,0
"Round Planet",2016,NA,7.7,NA,1,0,0,0
"La familia P. Luche",2002,"7+",7.7,NA,1,0,0,0
"Medical Police",2020,NA,5.8,0.86,1,0,0,0
"The Cleveland Show",2009,"16+",5.5,NA,1,1,0,0
"Monthly Girls' Nozaki-kun",2014,"7+",7.7,NA,1,1,0,0
"Eternal Love",2017,"7+",8.3,NA,1,0,0,0
"The Moaning of Life",2013,"16+",8.1,NA,1,0,0,0
"B: The Beginning",2018,"18+",7.2,0.5,1,0,0,0
"The Mysteries of Laura",2014,"16+",6.8,0.24,1,0,0,0
"Selection Day",2018,"16+",7.3,0.33,1,0,0,0
"Wanderlust",2018,"16+",7,0.73,1,0,0,0
"The Code",2014,NA,7.4,NA,1,1,0,0
"Erased",2017,"16+",7.9,NA,1,0,0,0
"Magic for Humans",2018,"16+",7.1,NA,1,0,0,0
"The Method",2015,"18+",7.4,NA,1,0,0,0
"Zone Blanche",2017,NA,7.5,NA,1,0,0,0
"Alexa & Katie",2018,"all",7.3,NA,1,0,0,0
"Good Morning Call",2016,"all",7.8,NA,1,0,0,0
"The Boss Baby: Back in Business",2018,"7+",6.4,NA,1,0,0,0
"Shaka Zulu",1986,NA,7.7,NA,1,0,0,0
"Winx Club",2004,"7+",5.9,NA,1,0,0,0
"Sin Senos Sí Hay Paraíso",2016,"16+",6.7,NA,1,0,0,0
"Dogs of Berlin",2018,"16+",7.5,NA,1,0,0,0
"K-Project",2012,"18+",7.2,NA,1,0,0,0
"El Chapulín",1972,"all",8.5,NA,1,0,0,0
"The Same Sky",2017,"7+",7.5,NA,1,0,0,0
"Secret Love Affair",2014,NA,7.8,NA,1,0,0,0
"The Break",2016,NA,7.7,NA,1,0,0,0
"The Big Show Show",2020,"all",6.4,NA,1,0,0,0
"Fast & Furious Spy Racers",2019,"7+",5.2,0.8,1,0,0,0
"Deadwind",2018,"18+",7.2,NA,1,0,0,0
"HAPPYish",2015,"18+",7.3,0.3,1,0,0,0
"Chambers",2019,"18+",6.5,0.41,1,0,0,0
"White Lines",2020,"18+",6.2,0.58,1,0,0,0
"Dolly Parton's Heartstrings",2019,NA,7.6,0.63,1,0,0,0
"Intelligence",2006,NA,8.2,NA,1,0,1,0
"Coronavirus, Explained",2020,NA,7.8,NA,1,0,0,0
"The Velvet Collection",2017,"16+",7.2,NA,1,0,0,0
"Offspring",2010,"16+",8.2,NA,1,1,0,0
"Terrace House: Tokyo 2019-2020",2019,NA,7.8,NA,1,0,0,0
"Total Drama Island",2007,"7+",7.1,NA,1,0,0,0
"Rebellion",2016,"16+",7.1,0.4,1,0,0,0
"High Seas",2019,"16+",6.8,NA,1,0,0,0
"Goosebumps",1995,"all",7.7,NA,1,0,0,0
"Ashes of Love",2018,"7+",8.5,NA,1,0,0,0
"Somebody Feed Phil",2018,NA,8.1,NA,1,0,0,0
"Deep Water",2016,NA,6.9,NA,1,0,1,0
"Chelsea Does",2016,"18+",7.2,0.79,1,0,0,0
"Life Sentence",2018,"16+",6.5,0.37,1,0,0,0
"You vs. Wild",2019,NA,7,0.75,1,0,0,0
"Billy on the Street",2011,"16+",7.7,NA,1,1,0,0
"Cold Case Files",1999,"18+",8,NA,1,1,0,0
"Disjointed",2017,"18+",6.7,0.19,1,0,0,0
"Perfume",2018,"18+",7.1,NA,1,0,0,0
"Hitler's Circle of Evil",2017,NA,8,NA,1,0,0,0
"Kantaro: The Sweet Tooth Salaryman",2017,"7+",7.6,1,1,0,0,0
"Terrace House: Boys & Girls in the City",2015,"7+",8.2,NA,1,0,0,0
"Girl From Nowhere",2018,NA,7.6,NA,1,0,0,0
"Aldnoah.Zero",2014,"all",7.2,NA,1,0,0,0
"Greenleaf",2016,"7+",7.3,NA,1,0,0,0
"Dating Around",2019,"16+",6.4,0.92,1,0,0,0
"(The Hook Up Plan)",2018,"16+",7.4,NA,1,0,0,0
"Tales of the City",2019,"16+",7.4,NA,1,0,0,0
"Mako: Island of Secrets",2013,"all",6.9,NA,1,0,0,0
"WWII in HD",2009,"18+",8.7,NA,1,0,0,0
"Sonic x",2003,"16+",6.1,NA,1,1,1,0
"Ultraman",2019,"16+",6.9,NA,1,0,0,0
"Rust Valley Restorers",2018,NA,7.6,NA,1,0,0,0
"Girls und Panzer",2012,"16+",7.5,NA,1,1,0,0
"Someone Like You",2015,NA,8,NA,1,0,0,0
"Silver Spoon",2014,"16+",7.8,NA,1,0,0,0
"Traitors",2019,"18+",6.6,0.67,1,0,0,0
"The World's Most Extraordinary Homes",2017,NA,7.5,NA,1,0,0,0
"The Movies That Made Us",2019,"18+",7.8,NA,1,0,0,0
"She",2020,NA,6.5,NA,1,0,0,0
"Alias J.J.",2017,"18+",7.9,NA,1,0,0,0
"Unauthorized Living",2018,"18+",7.5,NA,1,0,0,0
"Daniel Sloss: Live Shows",2018,"18+",8.6,NA,1,0,0,0
"Trial by Media",2020,NA,7.2,NA,1,0,0,0
"The Lava Field",2014,"7+",6.8,NA,1,0,0,0
"One of Us",2016,"18+",7,NA,1,0,0,0
"Bella and the Bulldogs",2015,"all",5.2,NA,1,0,0,0
"Romance is a Bonus Book",2019,NA,8.1,NA,1,0,0,0
"Wakfu",2008,"7+",8.2,NA,1,0,0,0
"Bloodride",2020,"18+",6.3,NA,1,0,0,0
"The Magic School Bus",1994,"all",7.9,NA,1,0,0,0
"The Mantis",2017,NA,7.5,NA,1,0,0,0
"Next in Fashion",2020,"16+",7.4,NA,1,0,0,0
"The Last Czars",2019,NA,7.3,0.67,1,0,0,0
"My First First Love",2019,"7+",7.6,NA,1,0,0,0
"Sex Explained",2020,"18+",6.9,NA,1,0,0,0
"Put Your Head on My Shoulder",2019,"7+",7.9,NA,1,0,0,0
"Win the Wilderness: Alaska",2020,NA,7.1,NA,1,0,0,0
"Murder Mountain",2018,"16+",6.9,NA,1,0,0,0
"Hoarders",2009,"7+",6.4,NA,1,1,0,0
"Luna Nera",2020,"18+",5.5,NA,1,0,0,0
"Nobody's Looking",2019,"18+",7.9,NA,1,0,0,0
"Highway Thru Hell",2012,"7+",8.1,NA,1,0,0,0
"The Long, Long Holiday",2015,"7+",8.9,NA,1,0,0,0
"Ben 10",2016,"7+",2.5,NA,1,0,0,0
"Man to Man",2017,NA,7.4,0.9,1,0,0,0
"Sym-Bionic Titan",2010,"7+",8.1,NA,1,0,0,0
"Trigger Warning with Killer Mike",2019,"16+",6.8,0.86,1,0,0,0
"The Worst Witch",2017,"7+",7.3,NA,1,0,0,0
"Pee-wee's Playhouse",1986,"7+",8,NA,1,0,0,0
"La Doña",2016,"16+",7.5,NA,1,0,0,0
"Mobile Suit Gundam: Iron-Blooded Orphans",2015,"18+",7.9,NA,1,0,0,0
"Final Fantasy XIV: Dad of Light",2017,"7+",7.2,1,1,0,0,0
"Champions",2018,"7+",6,0.63,1,1,0,0
"EastSiders",2012,"18+",6.8,NA,1,0,0,0
"Black",2017,"16+",8,NA,1,0,0,0
"Busted!",2018,"16+",7.5,NA,1,0,0,0
"The Mire",2018,NA,7,NA,1,0,0,0
"Vampires",2020,"18+",5.4,NA,1,0,0,0
"Yunus Emre: Askin Yolculugu",2015,NA,7.8,NA,1,0,0,0
"My Babysitter's a Vampire",2011,"7+",7,NA,1,0,0,0
"The Repair Shop",2017,NA,8.6,NA,1,0,0,0
"Queer Eye: We're in Japan!",2019,"16+",8.3,NA,1,0,0,0
"Vexed",2010,NA,7.4,NA,1,0,0,0
"Ch:os:en",2013,NA,7.4,NA,1,0,0,0
"Super Why!",2007,"all",6.1,NA,1,0,0,0
"Dope",2017,"16+",7.3,NA,1,0,0,0
"American Masters",1986,"7+",8,NA,1,0,0,0
"Highway to Heaven",1984,"7+",6.7,NA,1,0,1,0
"Kurt Seyit and Sura",2014,NA,7.1,NA,1,0,0,0
"The Sixties",2014,"7+",8.5,NA,1,0,0,0
"High Score Girl",2018,"7+",8,NA,1,0,0,0
"Louis Theroux's Weird Weekends",1998,"16+",8.5,NA,1,0,0,0
"When Heroes Fly",2018,"7+",7.3,NA,1,0,0,0
"Paranoid",2016,NA,6.7,NA,1,0,0,0
"Haters Back Off",2016,"7+",6,0.5,1,0,0,0
"Class of '92: Out of Their League",2015,NA,8.2,NA,1,0,0,0
"Always a Witch",2019,"16+",6.3,NA,1,0,0,0
"BUNK'D",2015,"all",5.4,NA,1,0,0,0
"A Very Secret Service",2015,"7+",7.8,NA,1,0,0,0
"Samurai Gourmet",2017,NA,8.3,NA,1,0,0,0
"Hospital Playlist",2020,NA,8.3,NA,1,0,0,0
"Go! Live Your Way",2019,NA,7,NA,1,0,0,0
"The End",2012,NA,7.4,NA,1,0,0,0
"March Comes in Like a Lion",2016,"7+",8.4,NA,1,0,0,0
"The Bonfire of Destiny",2019,"16+",7.7,NA,1,0,0,0
"No Good Nick",2019,"7+",5.8,0.6,1,0,0,0
"Love and Punishment",2010,NA,5.8,NA,1,0,0,0
"Man Down",2013,NA,7.6,NA,1,0,0,0
"The Mind of a Chef",2012,"7+",8,NA,1,0,0,0
"Cinderella and Four Knights",2016,NA,7.2,NA,1,0,0,0
"My Country: The New Age",2019,NA,8.3,NA,1,0,0,0
"The Chase",2013,"all",7.4,NA,1,0,0,0
"Cooked",2016,"7+",8.1,NA,1,0,0,0
"Wet Hot American Summer: 10 Years Later",2017,"18+",6.9,NA,1,0,0,0
"Ghost in the Shell: SAC_2045",2020,NA,6.3,NA,1,0,0,0
"Nicky Jam: El Ganador",2018,NA,7.8,NA,1,0,0,0
"Prison Playbook",2017,NA,8.3,NA,1,0,0,0
"Sword Art Online Alternative: Gun Gale Online",2018,"16+",6.8,NA,1,1,0,0
"Family Reunion",2019,"7+",6.3,0.67,1,0,0,0
"Reply 1994",2013,NA,7.9,NA,1,0,0,0
"Land Girls",2009,"16+",7,NA,1,0,0,0
"Degrassi: Next Class",2016,"7+",6.9,NA,1,0,0,0
"Shadow of Truth",2016,"16+",8.1,NA,1,0,0,0
"Kiss Me First",2018,"18+",6.3,0.5,1,0,0,0
"Buddha",2016,NA,8.4,NA,1,0,0,0
"Hellevator",2015,"18+",6,NA,1,1,0,0
"Northern Rescue",2019,"16+",7.1,NA,1,0,0,0
"God Eater",2015,"16+",7,NA,1,0,0,0
"BIG DREAMS Small Spaces",2014,NA,8.1,NA,1,0,0,0
"QB1: Beyond the Lights",2017,"16+",7.8,NA,1,0,0,0
"Cuckoo",2012,"16+",7.3,NA,1,0,0,0
"Accidentally In Love",2018,"7+",7.6,NA,1,0,0,0
"Jack Whitehall: Travels with My Father",2017,"18+",7.7,NA,1,0,0,0
"Taxi Brooklyn",2014,NA,6.2,0.38,1,0,0,0
"Luis Miguel: The Series",2018,"18+",8.1,NA,1,0,0,0
"I Am a Killer",2018,"18+",7.5,NA,1,0,0,0
"Tunnel",2017,"16+",8.3,NA,1,0,0,0
"100 Humans. Life's Questions. Answered.",2020,NA,5.6,NA,1,0,0,0
"Jamtara - Sabka Number Ayega",2020,NA,7.4,NA,1,0,0,0
"Tales by Light",2015,NA,8.3,NA,1,0,0,0
"Day And Night",2017,NA,8.4,NA,1,0,0,0
"Pine Gap",2018,"18+",7.2,NA,1,0,0,0
"Escape to the Country",2002,"all",7.1,NA,1,0,0,0
"The Forest",2017,NA,7.3,NA,1,0,0,0
"Gargantia on the Verdurous Planet",2013,"16+",7.4,NA,1,0,0,0
"Avlu",2018,"18+",7.3,NA,1,0,0,0
"The Honeymoon Stand Up Special",2018,"16+",6.8,1,1,0,0,0
"Case",2015,"16+",7.2,NA,1,0,0,0
"Valeria",2020,NA,6.2,NA,1,0,0,0
"Bonus Family",2017,"7+",7.7,NA,1,0,0,0
"Braxton Family Values",2011,"16+",5.9,NA,1,0,0,0
"Comedy Bang! Bang!",2012,"16+",7.5,NA,1,0,0,0
"Free Rein",2017,"all",7.3,NA,1,0,0,0
"Masha and the Bear",2009,"all",7.6,NA,1,0,0,0
"Dramaworld",2016,NA,7.5,NA,1,0,0,0
"Argos Comunicación",2017,"18+",7.2,NA,1,0,0,0
"Most Beautiful Thing",2019,NA,7.9,NA,1,0,0,0
"Special Agent Oso",2009,"all",5.1,NA,1,0,0,0
"Street Food",2019,"all",8.2,NA,1,0,0,0
"Paquita Salas",2016,NA,8,NA,1,0,0,0
"All Hail King Julien",2014,"7+",7.2,NA,1,0,0,0
"Acero, Woman of Steel",2014,"16+",7.2,NA,1,1,0,0
"Untold Stories of the ER",2004,"16+",7.5,NA,1,0,0,0
"Valor",2017,"16+",5.9,0.22,1,0,0,0
"Iris",2009,NA,7.9,NA,1,0,0,0
"Stay Here",2018,"7+",7.6,NA,1,0,0,0
"Monty Python: Almost the Truth (The Lawyer's Cut)",2009,"7+",8.1,NA,1,0,0,0
"Girlfriends' Guide to Divorce",2014,"16+",6.9,NA,1,0,0,0
"The Eighties",2016,NA,8.3,NA,1,0,0,0
"The I-Land",2019,"18+",4.5,0.08,1,0,0,0
"Sirius the Jaeger",2018,NA,6.8,NA,1,0,0,0
"Jack Taylor",2010,"18+",7.6,NA,1,0,0,0
"W1A",2014,NA,7.8,NA,1,0,0,0
"The Disappearance of Madeleine McCann",2019,"16+",6.6,NA,1,0,0,0
"Extracurricular",2020,"18+",6.1,NA,1,0,0,0
"PJ Masks",2015,"all",5.6,NA,1,0,0,1
"The K2",2016,"16+",7.8,NA,1,0,0,0
"Christiane Amanpour: Sex & Love Around the World",2018,"18+",7.4,NA,1,0,0,0
"Neo Yokio",2017,"18+",5.8,0.77,1,0,0,0
"Ultraviolet",2017,"18+",7,NA,1,1,0,0
"The Bride of the Water God",2017,NA,6.8,NA,1,0,0,0
"The Boulet Brothers' Dragula",2016,"18+",7.7,NA,1,0,0,0
"Cathedral of the Sea",2018,"16+",7.5,NA,1,0,0,0
"Nine: Nine Time Travels",2013,NA,8.2,NA,1,0,0,0
"The Inmate",2018,NA,7.1,NA,1,0,0,0
"The Circle Brazil",2020,NA,6.9,NA,1,0,0,0
"The Cartel",2008,"16+",8.2,NA,1,0,0,0
"Mr. Young",2011,"all",6.1,NA,1,0,0,0
"Chef's Table: France",2016,"16+",8.3,NA,1,0,0,0
"Monarca",2019,"18+",8,NA,1,0,0,0
"Medal of Honor",2018,"16+",8.4,NA,1,0,0,0
"Little Witch Academia (TV)",2017,"16+",7.9,NA,1,0,0,0
"Once Upon a Time in Lingjian Mountain",2019,"all",7.7,NA,1,0,0,0
"Trotsky",2017,NA,7.1,NA,1,0,0,0
"When the Camellia Blooms",2019,NA,8,NA,1,0,0,0
"Cedar Cove",2013,"7+",6.8,NA,1,0,0,0
"Brews Brothers",2020,"18+",4.8,0.38,1,0,0,0
"Criminal: France",2019,"7+",7.2,NA,1,0,0,0
"Kath & Kim",2002,"7+",8.2,NA,1,0,0,0
"Danger Mouse",1981,"7+",7.4,NA,1,0,0,0
"Find Yourself",2020,NA,NA,NA,1,0,0,0
"James Acaster: Repertoire",2018,"18+",8.4,NA,1,0,0,0
"Reckoning",2019,"18+",6.4,NA,1,0,0,0
"Skylines",2019,NA,7.6,NA,1,0,0,0
"Merry Happy Whatever",2019,NA,6.2,NA,1,0,0,0
"Hangar 1: The UFO Files",2015,"7+",7.4,NA,1,1,1,0
"Kakegurui",2017,"16+",7.2,NA,1,0,0,0
"Marlon",2017,"7+",7,NA,1,1,0,0
"46",2017,NA,8.5,NA,1,0,0,0
"7SEEDS",2019,"18+",6.3,NA,1,0,0,0
"The Super Mario Bros. Super Show!",1989,"7+",6.2,NA,1,0,0,0
"Crematorium",2011,"18+",7.7,NA,1,0,0,0
"Intersection",2016,NA,6.5,NA,1,0,0,0
"Handsome Siblings",2020,NA,8.2,NA,1,0,0,0
"Rugal",2020,NA,6.7,NA,1,0,0,0
"The Octonauts",2010,"all",7.4,NA,1,0,0,0
